"publisherID","contactID","title","uniqueKey","description","metaDescription","applicationName","taskUrl","status","authenticated","displayVersion","imageSetId","largeIcon","categoryId","markets","roleId"
"1126","1137","Honors Humanities","UMD_HH","The Humanities have always been focused on learning to live, or on what Thomas Jefferson called “the pursuit of happiness.” The Humanities are therefore perfectly suited to a tightly-knit living-learning community in which most of us live together in Anne Arundel Hall, all of us attend classes and study together, and all of us share programs, events, and experiences together. Because ours is a small program, our members have close ties with one another and become friends throughout college and beyond. Anne Arundel Hall, at the center and highest point on campus, is our home. Here, we reside, have our offices and many of our classes, and hold most of our social and academic events. Our lounge has a grand piano which many of our members play, displays art created by our students, and has a projection TV on which films are often screened. In our kitchen we prepare brownies to share, pancakes for Mardi Gras, and popcorn for movie nights.

While Honors Humanities sponsors a variety of events throughout the year to foster community, the Living & Learning side of the program also allows for events developed by the Honors Humanities Council, a group of ten students chosen by their peers. Our students hold humanities happy hours, open mic nights, and holiday gift-exchanges. They hike in Great Falls Park, visit a pumpkin patch for what we call HHalloween, and attend concerts and plays together in the Clarice Smith Performing Arts Center on campus.","An Honors Living and Learning program at the University of Maryland.","","http://www.honorshumanities.umd.edu/","ACTIVE","NONE","1.0.0","3537","","1383,1397,1387,1390,1395,1398,1400","1094",""
"1126","2028","International Communication & Negotiation Simulations (ICONS) Project","iconsproject","The ICONS Project creates simulations and scenario-driven exercises to advance participants' understanding of complex problems and strengthen their ability to make decisions, navigate crises, think strategically, and negotiate collaboratively.","Simulation-based trainings customized to engage today's professionals and provide meaningful experience coping with practical dilemmas. ","","http://www.icons.umd.edu","ACTIVE","NONE","1.0.0","3637","","1383,1397,1387,1390,1395,1396,1400","1095",""
"1126","1254","Institute for Governmental Service and Research (IGSR)","IGSRatUMD","Founded in 1948, IGSR exists to improve the well-being of individuals and communities through applied research, education, training, and technology innovations. Join The IGSR Policy Poll to receive high-quality, professionally-gathered opinion data to aid your organization's decision-making and advocacy efforts. Browse our database for reports on improving outcomes and policies in justice, health, and social service systems.","Join The IGSR Policy Poll to receive high-quality, professionally-gathered opinion data to aid your organization's decision-making and advocacy efforts.","","http://www.igsr.umd.edu","ACTIVE","NONE","1.0.0","3637","","1383,1397,1387,1390,1395,1396,1400","1095",""
"1126","1137","Integrated Life Sciences","ILS_UMD","The Integrated Life Sciences (ILS) Program at the University of Maryland seeks to engage and inspire honors students interested in all aspects of biological research and biomedicine and prepare students for future successes in the most challenging programs in graduate, medical, dental, or other professional schools. Several recent national initiatives, e.g., BIO 2010, Scientific Foundations for Future Physicians, and Vision and Change, have called for the transformation of undergraduate education in the life sciences. The College of Computer, Mathematical, and Natural Sciences has partnered with the Honors College to create the ILS program, which offers nationally recognized innovations in the multidisciplinary training of life science and pre-medical students. Admission to ILS is contingent upon 1.) university acceptance into the Honors College and 2.) outstanding performance in college-level biology courses, which can be demonstrated by a high score on Advanced Placement or International Baccalaureate Biology exams, or as high grades in introductory courses taken at the University of Maryland or other colleges.  

WHO ARE ILS STUDENTS?

ILS students come from a wide range of backgrounds but are united by their common academic interests in the life sciences, their commitments to personal excellence, and their desires for productive and worthwhile careers in research, medicine, and education.","Integrated Life Sciences, where science integrates with life!","","http://www.ils.umd.edu/","ACTIVE","NONE","1.0.0","3537","","1383,1397,1387,1390,1395,1398,1400","1094",""
"1126","2026","Innovation @ UMD","InnovationUMD","Fearless Ideas are what have made the



University of Maryland a national leader  in innovation and entrepreneurship. 

Fearless ideas start here.","Fearless ideas start here.","","http://www.innovation.umd.edu","ACTIVE","NONE","1.0.0","3637","","1383,1397,1387,1390,1395,1396,1400","1095",""
"1126","1392","The Institute for Systems Research","ISR_UMD","The Institute for Systems Research is a permanent, interdisciplinary research unit within the A. James Clark School of Engineering at the University of Maryland. Since its beginnings as one of the National Science Foundation's original Engineering Research Centers in 1985, ISR has been at the international forefront of interdisciplinary research and education in the system sciences and systems engineering. ISR attained permanent institute status at the university in 1992 and graduated from the NSF program in 1996. ISR's founding director was Dr. John Baras.

ISR is home to nearly 80 faculty and other researchers from 14 departments and four colleges across the University of Maryland. We believe teams of researchers with diverse backgrounds are needed to address society’s most important and challenging problems.

Today’s frontiers of engineering and biological system development have expanded because engineers have the tools to support analysis and design. ISR was one of the pioneers creating these tools, which address the need to analyze and simulate new types of automated, distributed, adaptable, resilient, extensible and economically competitive systems.","ISR has been providing cutting Edge systems science theory since 1985","","http://www.isr.umd.edu","ACTIVE","NONE","1.0.0","3537","","1383,1397,1387,1390,1395,1398,1400","1094",""
"1126","1088","Landmark UMD","LandmarkUMD","Luxury student apartments in College Park, MD. Where are you living?","Luxury student apartments in College Park, MD. Where are you living?","","http://www.landmarkcollegepark.com/","ACTIVE","NONE","1.0.0","3641","","1384,1388,1395,1396,1399,1400","1099",""
"1126","1079","MaryPIRG UMD","MaryPIRG","Our Mission

Together we can make change happen.

It's a good thing, too. Our generation has some big challenges to tackle - from global warming to the rising cost of college, from homelessness to the ever increasing influence big money has on elections. It won't be easy, but by acting together we can find solutions.

That's where we come in. Here at Maryland PIRG Students, we organize college students to solve some of the world's most pressing public interest problems.

Maryland PIRG Students is an independent statewide student organization that works on issues like environmental protection, consumer protection, and hunger and homelessness. Since 1973 Maryland PIRG students have been making a real difference in people's lives and winning concrete changes to build a better world.

We give students the skills and opportunity to practice effective citizenship. Both here on campus and out in the world, we mobilize students to investigate big social problems, come up with practical solutions, convince the media and public to pay attention, and get decision-makers to act.
Follow us on instagram @marypirg","Do you want to be active on campus and make real social change? Join MaryPIRG","","http://www.marylandpirgstudents.org","ACTIVE","NONE","1.0.0","3637","","1383,1397,1387,1390,1395,1396,1400","1095",""
"1126","1153","Peace Corps @ UMD","PeaceCorpsTerps","Are you interested in Peace Corps? Connect with UMD's Peace Corps Recruiter and Campus Ambassador here for upcoming information sessions and events!","Are you interested in Peace Corps? Connect with UMD's Peace Corps Recruiter and Campus Ambassador here for upcoming information sessions and events!","","http://www.peacecorps.gov","ACTIVE","NONE","1.0.0","3637","","1383,1397,1387,1390,1395,1396,1400","1095",""
"1126","1079","Phi Sigma Kappa UMD","PSK_UMD","Eta Chapter of Phi Sigma Kappa at the University of Maryland, College Park. Follow us for information on Rush, Philanthropy, and events on campus. #DamnProud","Introducing the Eta Chapter of Phi Sigma Kappa at the UMD!","","http://www.phisigmakappa.org/maryland","ACTIVE","NONE","1.0.0","3637","","1383,1397,1387,1390,1395,1396,1400","1095",""
"1126","1079","PLUMAS UMD","plumasatumd","A political/social justice organization at UMD focused on discussing and advocating for substantive issues affecting the Latinx community. plumas.umd@gmail.com","A political/social justice organization at UMD focused on discussing and advocating for substantive issues affecting the Latinx community.","","http://www.plumasumd.wix.com/home","ACTIVE","NONE","1.0.0","3637","","1383,1397,1387,1390,1395,1396,1400","1095",""
"1126","2017","Smith Events","UMDSmithEvents","Infusing creativity, design, and event trends within everyday events at the UMD Robert H. Smith School of Business.","Infusing creativity, design, and event trends within everyday events at the UMD Robert H. Smith School of Business.","","http://www.rhsmith.umd.edu/events","ACTIVE","NONE","1.0.0","3637","","1383,1397,1387,1390,1395,1396,1400","1095",""
"1126","2017","Smith Brain Trust","SmithBrainTrust","We Have You Covered 

We know marketing, finance, accounting and everything in between. We have PhDs in all of that, plus real-world experience as consultants and business leaders with Fortune 500 companies. We have worked on Wall Street, Main Street and in government offices from the White House to the SEC. We have specialized knowledge in nearly every industry, from energy to entertainment. We speak Chinese, Russian, Spanish and more than a dozen other languages. We have networks that span six continents. We attend key events and read the latest books, newspapers and journals. Often we are the ones delivering the keynote addresses and writing the articles that others talk about. We are the thought leaders at the University of Maryland’s Robert H. Smith School of Business. Subscribe to the Smith Brain Trust and get our bite-sized business insights delivered weekly to your inbox. Business moves fast in the 21st century, but we have you covered.","Highlighting research and insights of faculty of the University of Maryland's Robert H. Smith School of Business and more","","http://www.rhsmith.umd.edu/faculty-research/smithbraintrust","ACTIVE","NONE","1.0.0","3637","","1383,1397,1387,1390,1395,1396,1400","1095",""
"1126","2017","Center for Social Value Creation at Smith","CreatingValue","CREATING A BETTER WORLD THROUGH BUSINESS PRINCIPLES

The Center for Social Value Creation empowers students to create a better world through business principles. We offer hands-on learning opportunities and collaborate across disciplines to infuse students with the ability to apply business principles in creative and entrepreneurial ways that co-create economic prosperity and advance social and environmental well-being. Our consulting opportunities and signature programs, like ChangetheWorld.org Nonprofit Consulting and the Social Enterprise Symposium, help Smith students gain exposure to the trends and skills necessary to be business leaders of the 21st century. ","Students are empowered to create a better world through business principles.","","http://www.rhsmith.umd.edu/svc","ACTIVE","NONE","1.0.0","3637","","1383,1397,1387,1390,1395,1396,1400","1095",""
"1126","1079","Slices Pizza UMD","SlicesUMD","100% Pizza Lovers Pizza","Who doesn't like pizza? Visit Slices Pizza. It's 100% Pizza Lovers Pizza","","http://www.slicespizzamd.com/","ACTIVE","NONE","1.0.0","3638","","1384,1388,1395,1396,1399,1400","1096",""
"1126","2028","START Consortium","START_UMD","@DHSgov Center of Excellence @UofMaryland studying human causes and consequences of terrorism in U.S. & around the world. Home to the Global Terrorism Database.","Review the active research projects about the consequences of terrorism.","","http://www.start.umd.edu/","ACTIVE","NONE","1.0.0","3644","","1390,1392,1394,1395,1397,1398,1400,1389","1102",""
"1126","1254","UMD Tech Transfer","UMDTechTransfer","Gateway to the University of Maryland's technology transfer & commercialization endeavors.","Gateway to the University of Maryland's technology transfer & commercialization endeavors.","","http://www.techtransfer.umd.edu/","ACTIVE","NONE","1.0.0","3644","","1383,1389,1394,1400,1390,1399,1395","1102",""
"1126","1079","U of MD MICA","UMDMICA","We in the Office of Multicultural Involvement & Community Advocacy [MICA], a unit within the Adele H. Stamp Student Union and the Division of Student Affairs, stand firmly in our role to empower students through education on issues of race, ethnicity, sexual orientation, gender identity, gender expression, religion and their intersections. In support of our campus' commitment to diversity, multiculturalism, and social justice, we advance a purposeful campus climate that capitalizes on the educational benefits of diversity, through student-centered advising, advocacy, programs, research, and practices. Our collective work results in positive student outcomes observable in their learning, identity development, involvement, and leadership.

GET INVOLVED...STAY CONNECTED!

Learn about MICA's programs and services for students at the University of Maryland. See what diversity-related events are occurring on campus. Connect with us on Facebook, Twitter and Instagram for trends, events and updates surrounding diversity, multiculturalism and social justice both inside and outside of the classroom.","Learn about MICA's programs and services for students at UMD. See what diversity-related events are occurring on campus.","","http://www.thestamp.umd.edu/diversity","ACTIVE","NONE","1.0.0","3637","","1383,1397,1387,1390,1395,1396,1400","1095",""
"1126","1079","Stamp Special Events","StampSpecEvents","Events include the All Niter, StampFest, Stamp Study Zone, Sizzlin' Summer Series, New Student Welcome, the Stamp's offerings for Maryland Day, and more.","Events include the All Niter, StampFest, Stamp Study Zone, Sizzlin' Summer Series, New Student Welcome, the Stamp's offerings for Maryland Day, and more.","","http://www.thestamp.umd.edu/special_events","ACTIVE","NONE","1.0.0","3637","","1383,1397,1387,1390,1395,1396,1400","1095",""
"1126","1079","TerpZone","UMDTerpZone","The mission of the TerpZone is to provide services and a facility to support the social, educational, and recreational mission of the Adele H. Stamp Student Union – Center for Campus Life, as well as those of the University of Maryland community. As such, the TerpZone encourages our community not only to utilize its services and facility in support of recreational goals, but also to expand upon their social engagements through involvement in leisurely competitive and non-competitive activities.","It's All Fun & Games Until Someone Gets a Strike or Drops the 8-Ball!!","","http://www.thestamp.umd.edu/TerpZone","ACTIVE","NONE","1.0.0","3637","","1383,1397,1387,1390,1395,1396,1400","1095",""
"1126","1079","ACT UMD","ACT_UMD","A platform for activists and social justice fighters at University of Maryland, College Park","A platform for activists and social justice fighters at University of Maryland, College Park","","https://actumd.wordpress.com/","ACTIVE","NONE","1.0.0","3637","","1383,1397,1387,1390,1395,1396,1400","1095",""
"1126","1137","CIVICUS UMD","CIVICUS_UMD","CIVICUS is a two-year, invitational academic citation program built on five themes of civil society: citizenship, leadership, community-service learning, community building in a diverse society, and scholarship. This approach encourages multidimensional student leadership and participation.","CIVICUS students are some of the most involved on campus, often taking leadership positions in their respective organizations.","","https://civicus.umd.edu/","ACTIVE","NONE","1.0.0","3537","","1383,1397,1387,1390,1395,1398,1400","1094",""
"1126","1079","UMD Pride Alliance","PrideUMD","UMD's Pride Alliance exists to provide a safe and supportive environment for LGBTQIA+ students within the University of Maryland, College Park community.","Get involved with th PRIDE Alliance ","","https://fb.me/UMDPride","ACTIVE","NONE","1.0.0","3637","","1383,1397,1387,1390,1395,1396,1400","1095",""
"1126","1079","UMD Chi Chapter","SIA_Chi97","As Hermanas of Hermandad de Sigma Iota Alpha Inc., our mission is to uphold the goals set forth by our thirteen founding mothers. We pledge to formalize, cultivate, and foster bonds amongst each other as sisters and abide by respect, trust, communication, professionalism, and accountability. 

Our goals are: 

To constantly strive towards the expansion of awareness of the Latino and diverse cultures. 
To promote sisterhood and leadership among our members. 
To serve as models of excellence in education and achievement among women.

We fulfill our mission and uphold our goals through educational programming, community service, and personal development.","Introducing the Hermandad de Sigma Iota Alpha, Inc. Charismatic Chi Cuties at UMD!","","https://orgsync.com/64495/chapter","ACTIVE","NONE","1.0.0","3637","","1383,1397,1387,1390,1395,1396,1400","1095",""
"1126","1079","Blue Drop UMD","BlueDropUMD","The purpose of Blue Drop Initiative is to motivate local adolescents by educating them on helpful everyday skills while advocating healthy life choices. Blue Drop Initiative understands and is committed to fulfilling its responsibilities of abiding by University of Maryland, College Park policies.","Become a mentor with the Blue Drop Initative","","https://orgsync.com/71767/chapter","ACTIVE","NONE","1.0.0","3637","","1383,1397,1387,1390,1395,1396,1400","1095",""
"1126","1079","UMD MasTERPiece","umdmasterpiece","MasTERPiece! seeks to provide a platform for fashion entrepreneurs and other artists who are interested in pursuing a career in the retail industry. Through our engagement in community service, networking, and professional development, we strive to promote individualism amongst our stylish students.","Get fashion-forward with UMD's Fashion Business club!","","https://orgsync.com/88175/chapter","ACTIVE","NONE","1.0.0","3637","","1383,1397,1387,1390,1395,1396,1400","1095",""
"1126","1079","Sigma Kappa UMD","UMDSigmaKappa","Beta Zeta chapter of Sigma Kappa at the University of Maryland. instagram: @sigmakappaumd tumblr: https://t.co/W6xQlxovqx","Introducing the Beta Zeta chapter of Sigma Kappa at the University of Maryland!","","https://t.co/W6xQlxovqx","ACTIVE","NONE","1.0.0","3637","","1383,1397,1387,1390,1395,1396,1400","1095",""
"1126","1244","UMD Bathrooms","umdbathrooms","News and restroom reviews relating to the University of Maryland. Holler at us. Really. We're kind of lonely.","News and restroom reviews relating to the University of Maryland. Holler at us. Really. We're kind of lonely. ","","https://umdbathrooms.wordpress.com/","ACTIVE","NONE","1.0.0","3644","","1388,1395,1399,1400,1384,1397,1394","1102",""
"1126","1079","Effective Altruism @ UMD","UMD_EA","#EffectiveAltruism at UMD College Park. Helping to do as much good as possible through rational decision making.","Find like minded #Terp altrusist on campus","","https://www.facebook.com/groups/736580099720542/","ACTIVE","NONE","1.0.0","3637","","1383,1397,1387,1390,1395,1396,1400","1095",""
"1126","1079","Japanese American Student Association (JASA)","jasaumcp","JASA is a dynamic and diverse student organization @ UMCP dedicated to teaching and sharing the many aspects of Japanese culture.","JASA is a dynamic and diverse student organization @ UMCP dedicated to teaching and sharing the many aspects of Japanese culture.","","https://www.facebook.com/umcpjasa/","ACTIVE","NONE","1.0.0","3637","","1383,1397,1387,1390,1395,1396,1400","1095",""
"1126","1079","UMD Drumline","UM_Drumline","Clean beats and great tweets | Official twitter for the University of Maryland Drumline","Clean beats and great tweets by the UMD Drumline","","https://www.facebook.com/umdrumline","ACTIVE","NONE","1.0.0","3637","","1383,1397,1387,1390,1395,1396,1400","1095",""
"1126","1079","WTF UMD","wtfUMD","Got a problem? Let us know! Tell us WHAT TO FIX! Just tweet at us or use the hashtag #wtfUMD. Brought to you by @UMDSGA. Tweets by @Pronkkkk and @JonLevi.","Got a problem? Let us know! Tell us WHAT TO FIX! Just tweet at us or use the hashtag #wtfUMD. Brought to you by @UMDSGA. ","","https://www.facebook.com/wtfUMD","ACTIVE","NONE","1.0.0","3637","","1383,1397,1387,1390,1395,1396,1400","1095",""
"1126","1079","UMD Alpha Xi Delta","UMDalphaxidelta","Beta Eta Chapter at the University of Maryland","Introducing the Beta Eta Chapter of Alpha Xi Delta at the University of Maryland!","","http://maryland.alphaxidelta.org/","ACTIVE","NONE","1.0.0","3637","","1383,1397,1387,1390,1395,1396,1400","1095",""
"1126","1079","UMD Beta Theta Pi","MarylandBeta","Beta Theta Pi at the University of Maryland","Introducing Beta Theta Pi at the University of Maryland!","","http://umd.beta.org/","ACTIVE","NONE","1.0.0","3637","","1383,1397,1387,1390,1395,1396,1400","1095",""
